JD,Magnitude,Uncertainty,HQuncertainty,Band
2457401.38,0.6,,,Vis.
2457402.2118,0.4,,,Vis.
2457402.28333,0.3,,,Vis.
2457402.29167,0.0,,,Vis.
2457402.292,0.1,,,Vis.
2457402.341,0.50,,,Vis.
2457402.36528,0.5,,,Vis.
2457402.64375,0.6,,,Vis.
2457402.69097,0.6,,,Vis.
2457403.19444,0.1,,,Vis.
2457403.4,0.7,,,Vis.
2457403.455,0.5,,,Vis.
2457403.48125,0.5,,,Vis.
2457404.3,0.3,,,Vis.
2457404.33,0.5,,,Vis.
2457404.343,0.85,,,Vis.
2457404.4875,0.5,,,Vis.
2457405.27361,0.63,,,Vis.
2457405.27986,0.6,,,Vis.
2457405.3708,0.6,,,Vis.
2457405.62292,0.7,,,Vis.
2457406.3,0.5,,,Vis.
2457406.3,0.75,,,Vis.
2457406.3750,0.5,,,Vis.
2457406.58611,0.6,,,Vis.
2457406.67431,0.5,,,Vis.
2457407.21528,0.5,,,Vis.
2457407.22569,0.65,,,Vis.
2457408.27569,0.4,,,Vis.
2457408.3,0.3,,,Vis.
2457408.4042,0.6,,,Vis.
2457408.45833,0.60,,,Vis.
2457409.20694,0.64,,,Vis.
2457409.38056,0.65,,,Vis.
2457410.281,0.4,,,Vis.
2457410.28125,0.4,,,Vis.
2457410.2917,0.5,,,Vis.
2457410.3,0.3,,,Vis.
2457410.3,0.75,,,Vis.
2457410.50000,0.60,,,Vis.
2457411.34722,0.5,,,Vis.
2457411.65417,0.3,,,Vis.
2457411.69792,0.5,,,Vis.
2457412.19722,0.1,,,Vis.
2457412.3,0.3,,,Vis.
2457412.32292,0.3,,,Vis.
2457412.382,0.6,,,Vis.
2457412.44792,0.60,,,Vis.
2457413.351,0.5,,,Vis.
2457413.43542,0.60,,,Vis.
2457413.5,0.8,,,Vis.
2457413.8,0.6,,,Vis.
2457414.52292,0.4,,,Vis.
2457415.62569,0.7,,,Vis.
2457415.79792,0.6,,,Vis.
2457416.24,0.5,,,Vis.
2457416.2917,0.6,,,Vis.
2457416.3,0.85,,,Vis.
2457416.36806,0.31,,,Vis.
2457416.4,0.7,,,Vis.
2457416.4,0.4,,,Vis.
2457416.61389,0.4,,,Vis.
2457417.22,0.4,,,Vis.
2457417.23,0.3,,,Vis.
2457417.28125,0.62,,,Vis.
2457417.304,0.5,,,Vis.
2457417.5194,0.1,,,Vis.
2457417.726,0.2,,,Vis.
2457417.80694,0.7,,,Vis.
2457418.3889,0.8,,,Vis.
2457418.4,0.6,,,Vis.
2457418.4375,0.6,,,Vis.
2457418.44792,0.63,,,Vis.
2457418.47,0.5,,,Vis.
2457418.47569,0.3,,,Vis.
2457419.3,0.3,,,Vis.
2457419.458,1.0,,,Vis.
2457419.61458,0.6,,,Vis.
2457419.96875,2.1,,,Vis.
2457420.31944,0.65,,,Vis.
2457420.375,0.6,,,Vis.
2457420.56944,0.6,,,Vis.
2457420.95694,0.6,,,Vis.
2457421.279,0.3,,,Vis.
2457421.28125,0.3,,,Vis.
2457421.362,0.2,,,Vis.
2457421.417,0.4,,,Vis.
2457421.45000,0.70,,,Vis.
2457421.6,0.8,,,Vis.
2457422.3,0.3,,,Vis.
2457422.3667,0.7,,,Vis.
2457422.413,0.72,,,Vis.
2457422.5,0.7,,,Vis.
2457422.50208,0.58,,,Vis.
2457423.2403,0.8,,,Vis.
2457423.33333,0.63,,,Vis.
2457423.375,0.6,,,Vis.
2457423.3958,0.6,,,Vis.
2457423.406,0.6,,,Vis.
2457423.41250,0.63,,,Vis.
2457423.47708,1.0,,,Vis.
2457423.50347,1.0,,,Vis.
2457423.62222,0.4,,,Vis.
2457424.32986,0.64,,,Vis.
2457424.406,0.4,,,Vis.
2457424.48958,0.5,,,Vis.
2457424.8,0.4,,,Vis.
2457425.2750,0.5,,,Vis.
2457425.2854,0.6,,,Vis.
2457425.3,0.3,,,Vis.
2457425.3,0.65,,,Vis.
2457425.31,0.5,,,Vis.
2457425.42014,0.63,,,Vis.
2457425.4292,0.6,,,Vis.
2457425.66736,0.2,,,Vis.
2457426.1465,0.6,,,Vis.
2457426.20486,0.1,,,Vis.
2457426.2481,0.3,,,Vis.
2457426.26,0.8,,,Vis.
2457426.3,0.65,,,Vis.
2457426.375,0.6,,,Vis.
2457426.3833,0.6,,,Vis.
2457426.46944,0.70,,,Vis.
2457426.585,0.3,,,Vis.
2457426.67917,0.7,,,Vis.
2457427.30903,0.63,,,Vis.
2457427.4,0.7,,,Vis.
2457428.4063,0.9,,,Vis.
2457428.58472,0.4,,,Vis.
2457428.79167,0.3,,,Vis.
2457429.29167,0.3,,,Vis.
2457429.292,0.3,,,Vis.
2457429.3,0.3,,,Vis.
2457429.38,0.2,,,Vis.
2457429.59792,0.6,,,Vis.
2457430.24,0.3,,,Vis.
2457430.33333,0.63,,,Vis.
2457430.6,0.8,,,Vis.
2457431.29,0.5,,,Vis.
2457431.2972,0.5,,,Vis.
2457431.309,0.4,,,Vis.
2457431.4,0.4,,,Vis.
2457431.61458,0.6,,,Vis.
2457432.27917,0.4,,,Vis.
2457432.42708,0.5,,,Vis.
2457432.5,0.7,,,Vis.
2457432.53611,0.6,,,Vis.
2457433.357,0.5,,,Vis.
2457433.48264,0.70,,,Vis.
2457434.2,0.5,,,Vis.
2457434.365,0.5,,,Vis.
2457434.4,0.5,,,Vis.
2457434.7,0.2,,,Vis.
2457435.344,0.3,,,Vis.
2457435.4,0.4,,,Vis.
2457436.20023,0.6,,,Vis.
2457436.21875,0.1,,,Vis.
2457436.58333,0.9,,,Vis.
2457436.59167,0.4,,,Vis.
2457437.31,0.2,,,Vis.
2457437.33333,0.64,,,Vis.
2457437.55972,0.65,,,Vis.
2457438.2583,0.5,,,Vis.
2457438.3,0.7,,,Vis.
2457438.365,0.6,,,Vis.
2457438.40278,0.64,,,Vis.
2457438.47222,0.70,,,Vis.
2457438.57222,0.5,,,Vis.
2457439.2,0.7,,,Vis.
2457439.3,0.3,,,Vis.
2457439.365,0.6,,,Vis.
2457439.36972,0.64,,,Vis.
2457439.64236,0.2,,,Vis.
2457441.2,0.6,,,Vis.
2457441.3083,0.4,,,Vis.
2457441.47292,0.65,,,Vis.
2457442.2674,0.8,,,Vis.
2457442.2708,0.5,,,Vis.
2457442.288,0.4,,,Vis.
2457442.326,0.4,,,Vis.
2457442.336,0.93,,,Vis.
2457442.5,1.4,,,Vis.
2457442.57153,0.65,,,Vis.
2457443.30069,0.6,,,Vis.
2457443.3201,0.3,,,Vis.
2457443.3792,0.4,,,Vis.
2457443.56528,0.4,,,Vis.
2457443.62541,1.0,,,Vis.
2457444.2,0.7,,,Vis.
2457444.378,0.93,,,Vis.
2457444.4,0.3,,,Vis.
2457444.455,0.5,,,Vis.
2457444.6,0.8,,,Vis.
2457445.25,0.3,,,Vis.
2457445.25,0.4,,,Vis.
2457445.2667,0.4,,,Vis.
2457445.39306,0.64,,,Vis.
2457445.63681,0.6,,,Vis.
2457446.0417,0.8,,,Vis.
2457446.39,0.6,,,Vis.
2457446.4208,0.4,,,Vis.
2457446.48542,0.60,,,Vis.
2457446.612,0.2,,,Vis.
2457447.295,0.4,,,Vis.
2457447.308,0.4,,,Vis.
2457447.5250,0.9,,,Vis.
2457447.60278,0.8,,,Vis.
2457448.2,0.6,,,Vis.
2457448.294,0.6,,,Vis.
2457448.29444,0.7,,,Vis.
2457448.34792,0.5,,,Vis.
2457448.3833,0.5,,,Vis.
2457448.47014,0.65,,,Vis.
2457449.2,0.5,,,Vis.
2457449.367,0.6,,,Vis.
2457449.47569,0.70,,,Vis.
2457449.60417,0.6,,,Vis.
2457450.2,0.5,,,Vis.
2457450.22708,0.55,,,Vis.
2457450.2708,0.8,,,Vis.
2457450.28,0.6,,,Vis.
2457450.3125,0.5,,,Vis.
2457450.333,0.5,,,Vis.
2457450.33542,0.1,,,Vis.
2457450.6,0.6,,,Vis.
2457451.0000,0.6,,,Vis.
2457451.3,0.3,,,Vis.
2457451.33,0.65,,,Vis.
2457451.36944,0.64,,,Vis.
2457451.47500,0.70,,,Vis.
2457451.64167,0.6,,,Vis.
2457451.68403,0.5,,,Vis.
2457452.27083,0.64,,,Vis.
2457452.38194,0.4,,,Vis.
2457452.78125,0.7,,,Vis.
2457453.2,0.4,,,Vis.
2457453.298611,0.3,,,Vis.
2457453.365,0.4,,,Vis.
2457453.419,0.2,,,Vis.
2457453.49097,0.5,,,Vis.
2457454.3278,0.2,,,Vis.
2457454.32986,0.5,,,Vis.
2457454.4417,0.6,,,Vis.
2457455.2847,0.5,,,Vis.
2457455.3,0.3,,,Vis.
2457455.3,0.7,,,Vis.
2457455.3465,0.5,,,Vis.
2457455.3750,0.3,,,Vis.
2457455.417,0.93,,,Vis.
2457456.03611,0.6,,,Vis.
2457456.43,0.4,,,Vis.
2457456.47639,0.75,,,Vis.
2457457.3,0.6,,,Vis.
2457457.3,0.7,,,Vis.
2457457.3042,0.4,,,Vis.
2457457.336,0.6,,,Vis.
2457457.40556,0.3,,,Vis.
2457458.347,0.6,,,Vis.
2457458.3507,0.8,,,Vis.
2457458.62153,0.6,,,Vis.
2457459.27778,0.4,,,Vis.
2457459.281,0.2,,,Vis.
2457459.3375,0.5,,,Vis.
2457459.347,0.6,,,Vis.
2457459.5,0.9,,,Vis.
2457459.59167,0.75,,,Vis.
2457460.284,0.4,,,Vis.
2457460.30417,0.6,,,Vis.
2457460.344,0.5,,,Vis.
2457460.3667,0.5,,,Vis.
2457461.263,0.35,,,Vis.
2457461.2917,0.4,,,Vis.
2457461.3167,0.3,,,Vis.
2457461.338,0.1,,,Vis.
2457461.347,0.5,,,Vis.
2457461.38,0.5,,,Vis.
2457461.45139,0.38,,,Vis.
2457461.48333,0.70,,,Vis.
2457462.3,0.4,,,Vis.
2457462.319444,0.4,,,Vis.
2457462.340,0.97,,,Vis.
2457462.351,0.6,,,Vis.
2457463.3,0.4,,,Vis.
2457464.3,0.4,,,Vis.
2457464.32986,0.3,,,Vis.
2457464.3833,0.3,,,Vis.
2457464.6,0.2,,,Vis.
2457464.65486,0.6,,,Vis.
2457465.2875,0.3,,,Vis.
2457465.3,0.4,,,Vis.
2457465.3,0.7,,,Vis.
2457465.3,0.45,,,Vis.
2457465.351,0.93,,,Vis.
2457465.70486,0.6,,,Vis.
2457466.27083,0.5,,,Vis.
2457466.3,0.1,,,Vis.
2457466.31944,0.65,,,Vis.
2457466.31944,0.64,,,Vis.
2457466.35,0.65,,,Vis.
2457467.29861,0.65,,,Vis.
2457467.52083,0.5,,,Vis.
2457467.56250,0.3,,,Vis.
2457467.59375,0.4,,,Vis.
2457467.65417,0.6,,,Vis.
2457468.2583,0.5,,,Vis.
2457468.48889,0.65,,,Vis.
2457468.55417,0.55,,,Vis.
2457468.6,0.6,,,Vis.
2457468.63542,0.4,,,Vis.
2457469.37153,0.2,,,Vis.
2457469.5,0.8,,,Vis.
2457469.68194,0.5,,,Vis.
2457470.317,0.82,,,Vis.
2457470.35417,0.34,,,Vis.
2457470.53125,0.3,,,Vis.
2457470.55903,0.70,,,Vis.
2457471.2792,0.3,,,Vis.
2457471.2986,0.7,,,Vis.
2457471.3187,0.55,,,Vis.
2457471.53958,0.3,,,Vis.
2457471.96806,0.7,,,Vis.
2457472.32596,0.33,,,Vis.
2457472.351,0.3,,,Vis.
2457472.59375,0.3,,,Vis.
2457472.59792,0.4,,,Vis.
2457473.333,0.4,,,Vis.
2457473.33333,0.4,,,Vis.
2457473.342,0.93,,,Vis.
2457473.372,0.3,,,Vis.
2457473.57222,0.6,,,Vis.
2457473.61042,0.5,,,Vis.
2457474.26389,0.64,,,Vis.
2457474.2750,0.5,,,Vis.
2457474.34,0.3,,,Vis.
2457474.48611,0.70,,,Vis.
2457474.6,0.2,,,Vis.
2457475.27,0.5,,,Vis.
2457475.29,0.4,,,Vis.
2457475.3,0.2,,,Vis.
2457475.3042,0.3,,,Vis.
2457475.319,0.3,,,Vis.
2457475.65833,0.4,,,Vis.
2457476.2,0.6,,,Vis.
2457476.22917,0.4,,,Vis.
2457476.325,0.3,,,Vis.
2457476.333333,0.3,,,Vis.
2457476.36458,0.3,,,Vis.
2457476.365,0.3,,,Vis.
2457476.64444,0.6,,,Vis.
2457476.66944,0.4,,,Vis.
2457477.326,0.3,,,Vis.
2457477.35,0.3,,,Vis.
2457478.319,0.3,,,Vis.
2457478.322917,0.3,,,Vis.
2457478.3375,0.3,,,Vis.
2457478.38542,0.64,,,Vis.
2457480.32,0.5,,,Vis.
2457480.57292,0.2,,,Vis.
2457480.57986,0.7,,,Vis.
2457480.59236,0.6,,,Vis.
2457481.27,0.5,,,Vis.
2457481.31,0.7,,,Vis.
2457481.56319,0.4,,,Vis.
2457481.572,0.0,,,Vis.
2457481.57222,0.4,,,Vis.
2457481.95903,0.6,,,Vis.
2457482.32986,0.4,,,Vis.
2457482.40625,0.64,,,Vis.
2457482.54792,0.70,,,Vis.
2457482.59028,0.2,,,Vis.
2457483.326,0.3,,,Vis.
2457483.37500,0.64,,,Vis.
2457483.58819,0.70,,,Vis.
2457483.60069,0.4,,,Vis.
2457484.326,0.3,,,Vis.
2457484.351,0.3,,,Vis.
2457484.5,0.7,,,Vis.
2457484.55833,0.70,,,Vis.
2457485.326,0.3,,,Vis.
2457486.3,0.45,,,Vis.
2457486.3125,0.8,,,Vis.
2457486.32014,0.3,,,Vis.
2457486.3292,0.3,,,Vis.
2457486.56389,0.3,,,Vis.
2457487.31,0.4,,,Vis.
2457487.396,0.3,,,Vis.
2457487.57778,0.7,,,Vis.
2457488.56806,0.6,,,Vis.
2457488.67014,0.5,,,Vis.
2457489.31181,0.4,,,Vis.
2457489.3458,0.3,,,Vis.
2457490.27083,0.34,,,Vis.
2457490.62222,0.6,,,Vis.
2457491.60556,0.7,,,Vis.
2457492.5,0.8,,,Vis.
2457492.51875,0.60,,,Vis.
2457493.29167,0.34,,,Vis.
2457493.55000,0.3,,,Vis.
2457493.56944,0.4,,,Vis.
2457494.29167,0.35,,,Vis.
2457494.5,0.7,,,Vis.
2457494.6,0.5,,,Vis.
2457495.29167,0.34,,,Vis.
2457495.356,0.1,,,Vis.
2457495.95556,0.6,,,Vis.
2457496.31,0.5,,,Vis.
2457496.336,0.1,,,Vis.
2457496.53819,0.5,,,Vis.
2457499.52500,0.70,,,Vis.
2457501.29167,0.35,,,Vis.
2457501.3,0.6,,,Vis.
2457501.57083,0.4,,,Vis.
2457501.59167,0.4,,,Vis.
2457502.32292,0.33,,,Vis.
2457502.5486,0.8,,,Vis.
2457503.33,0.1,,,Vis.
2457504.33,0.5,,,Vis.
2457511.336,0.5,,,Vis.
2457511.6,0.5,,,Vis.
2457512.336,0.5,,,Vis.
2457512.57292,0.4,,,Vis.
2457592.92986,0.3,,,Vis.
2457592.94444,0.3,,,Vis.
2457598.91528,0.3,,,Vis.
2457600.9,0.5,,,Vis.
2457602.91181,0.3,,,Vis.
2457602.95347,0.3,,,Vis.
2457607.67708,0.41,,,Vis.
2457607.94375,0.3,,,Vis.
2457612.8756,0.1,,,Vis.
2457614.57083,0.42,,,Vis.
2457614.58125,0.42,,,Vis.
2457614.6563,0.41,,,Vis.
2457617.9,0.5,,,Vis.
2457618.65278,0.42,,,Vis.
2457621.93750,0.1,,,Vis.
2457624.64722,0.44,,,Vis.
2457624.94444,0.3,,,Vis.
2457626.6389,0.7,,,Vis.
2457627.6,0.3,,,Vis.
2457628.60417,0.5,,,Vis.
2457629.68,0.8,,,Vis.
2457629.9,0.5,,,Vis.
2457630.632,0.5,,,Vis.
2457631.60,0.3,,,Vis.
2457632.6,0.9,,,Vis.
2457632.608,0.4,,,Vis.
2457632.9,0.3,,,Vis.
2457633.56,0.6,,,Vis.
2457633.6736,0.59,,,Vis.
2457633.9,0.3,,,Vis.
2457634.56,0.7,,,Vis.
2457634.94444,0.3,,,Vis.
2457637.6,0.7,,,Vis.
2457637.6,0.3,,,Vis.
2457637.64,0.4,,,Vis.
2457637.6472,0.7,,,Vis.
2457637.6583,0.4,,,Vis.
2457638.55,0.6,,,Vis.
2457639.6,0.7,,,Vis.
2457639.6542,0.3,,,Vis.
2457640.6,0.7,,,Vis.
2457640.62500,0.10,,,Vis.
2457640.89236,0.5,,,Vis.
2457640.9,0.5,,,Vis.
2457641.62500,0.43,,,Vis.
2457641.91319,0.2,,,Vis.
2457642.56,0.6,,,Vis.
2457642.6736,0.73,,,Vis.
2457642.9,0.6,,,Vis.
2457643.64,0.5,,,Vis.
2457643.8,0.7,,,Vis.
2457644.50628,0.3,,,Vis.
2457644.6,0.75,,,Vis.
2457644.6,0.3,,,Vis.
2457644.85417,0.2,,,Vis.
2457644.8861,0.9,,,Vis.
2457645.56,0.6,,,Vis.
2457645.56667,0.05,,,Vis.
2457645.75417,0.8,,,Vis.
2457646.8715,0.8,,,Vis.
2457647.6,0.55,,,Vis.
2457647.64,0.4,,,Vis.
2457647.7736,0.2,,,Vis.
2457647.88889,0.3,,,Vis.
2457650.2979,0.4,,,Vis.
2457650.675,0.3,,,Vis.
2457650.8,0.5,,,Vis.
2457651.68542,0.00,,,Vis.
2457651.93681,0.2,,,Vis.
2457652.62500,0.36,,,Vis.
2457652.77431,0.3,,,Vis.
2457652.91042,0.33,,,Vis.
2457653.6,0.55,,,Vis.
2457653.60417,0.0,,,Vis.
2457653.675,0.2,,,Vis.
2457654.72917,0.3,,,Vis.
2457654.92847,0.2,,,Vis.
2457655.6569,0.3,,,Vis.
2457655.96597,0.3,,,Vis.
2457656.52,0.7,,,Vis.
2457656.6,0.3,,,Vis.
2457656.63611,0.15,,,Vis.
2457657.61528,0.01,,,Vis.
2457657.8431,0.9,,,Vis.
2457658.675,0.3,,,Vis.
2457658.67708,0.09,,,Vis.
2457658.83542,0.3,,,Vis.
2457659.0,0.4,,,Vis.
2457659.5477,0.0,,,Vis.
2457659.594,0.5,,,Vis.
2457659.69792,0.0,,,Vis.
2457659.7,0.3,,,Vis.
2457660.63889,0.5,,,Vis.
2457660.7104,0.53,,,Vis.
2457660.98472,0.2,,,Vis.
2457661.5,0.3,,,Vis.
2457661.674,0.4,,,Vis.
2457661.69306,0.21,,,Vis.
2457661.72917,0.3,,,Vis.
2457663.72296,0.9,,,Vis.
2457664.729,0.2,,,Vis.
2457664.93958,0.2,,,Vis.
2457665.3403,0.4,,,Vis.
2457665.6500,0.3,,,Vis.
2457665.7,0.3,,,Vis.
2457665.81250,0.6,,,Vis.
2457665.9,0.6,,,Vis.
2457666.319,0.3,,,Vis.
2457666.51042,0.06,,,Vis.
2457666.6771,0.8,,,Vis.
2457666.9,0.4,,,Vis.
2457667.79028,-0.1,,,Vis.
2457667.7986,0.9,,,Vis.
2457667.9,0.4,,,Vis.
2457668.3917,0.3,,,Vis.
2457668.729,0.2,,,Vis.
2457669.97569,0.3,,,Vis.
2457670.5313,0.2,,,Vis.
2457670.681,0.3,,,Vis.
2457670.681,0.4,,,Vis.
2457670.74,0.3,,,Vis.
2457671.64236,0.39,,,Vis.
2457671.6750,0.4,,,Vis.
2457671.68403,0.40,,,Vis.
2457671.7188,0.62,,,Vis.
2457671.729,0.3,,,Vis.
2457672.2660,0.4,,,Vis.
2457672.69097,0.10,,,Vis.
2457672.729,0.3,,,Vis.
2457673.69514,0.30,,,Vis.
2457673.7,0.3,,,Vis.
2457673.76042,0.3,,,Vis.
2457674.60625,0.19,,,Vis.
2457674.65,0.4,,,Vis.
2457675.73958,0.3,,,Vis.
2457676.70104,0.07,,,Vis.
2457677.73264,0.2,,,Vis.
2457677.93194,0.2,,,Vis.
2457678.2785,0.4,,,Vis.
2457678.70139,0.26,,,Vis.
2457678.73125,0.7,,,Vis.
2457680.65972,0.40,,,Vis.
2457680.66667,0.38,,,Vis.
2457680.69722,0.39,,,Vis.
2457680.96042,0.4,,,Vis.
2457682.74653,0.21,,,Vis.
2457683.9063,0.4,,,Vis.
2457683.9125,0.3,,,Vis.
2457684.2569,0.4,,,Vis.
2457684.47222,0.42,,,Vis.
2457684.8,0.6,,,Vis.
2457686.0,0.4,,,Vis.
2457686.1875,0.5,,,Vis.
2457687.2201,0.5,,,Vis.
2457687.8194,0.9,,,Vis.
2457688.45,0.5,,,Vis.
2457688.753,0.2,,,Vis.
2457689.5979,0.4,,,Vis.
2457689.72083,0.4,,,Vis.
2457689.72917,0.3,,,Vis.
2457689.753,0.2,,,Vis.
2457689.98056,0.3,,,Vis.
2457690.5708,0.2,,,Vis.
2457690.6,0.3,,,Vis.
2457690.67917,0.45,,,Vis.
2457691.469,0.2,,,Vis.
2457691.5,0.35,,,Vis.
2457691.95139,0.5,,,Vis.
2457692.93194,0.3,,,Vis.
2457693.45,0.4,,,Vis.
2457693.64449,0.5,,,Vis.
2457694.497,0.3,,,Vis.
2457694.58407,0.45,,,Vis.
2457694.71944,0.4,,,Vis.
2457694.9,0.6,,,Vis.
2457695.45486,0.5,,,Vis.
2457695.6875,0.4,,,Vis.
2457696.2035,0.5,,,Vis.
2457696.58750,0.20,,,Vis.
2457696.6424,0.7,,,Vis.
2457696.712,0.1,,,Vis.
2457696.81458,0.5,,,Vis.
2457697.2799,0.5,,,Vis.
2457697.67708,0.4,,,Vis.
2457697.69236,0.3,,,Vis.
2457697.73958,0.7,,,Vis.
2457697.74653,0.1,,,Vis.
2457699.7396,0.76,,,Vis.
2457699.7500,0.4,,,Vis.
2457699.76111,0.2,,,Vis.
2457700.3743,0.5,,,Vis.
2457700.438,0.2,,,Vis.
2457700.62847,0.65,,,Vis.
2457700.70764,0.3,,,Vis.
2457701.4,0.3,,,Vis.
2457702.4201,0.81,,,Vis.
2457702.5660,0.78,,,Vis.
2457703.438,0.2,,,Vis.
2457703.9,0.6,,,Vis.
2457703.9,0.8,,,Vis.
2457705.5,0.6,,,Vis.
2457705.5389,0.3,,,Vis.
2457705.66667,0.45,,,Vis.
2457706.07569,0.6,,,Vis.
2457706.38,0.4,,,Vis.
2457706.4,0.55,,,Vis.
2457706.43403,0.42,,,Vis.
2457706.476,0.3,,,Vis.
2457706.5,0.8,,,Vis.
2457706.62014,0.60,,,Vis.
2457706.6917,0.5,,,Vis.
2457707.2236,0.5,,,Vis.
2457707.444,0.3,,,Vis.
2457708.482,0.2,,,Vis.
2457708.6625,0.3,,,Vis.
2457709.2194,0.6,,,Vis.
2457711.63681,0.3,,,Vis.
2457712.5,0.5,,,Vis.
2457712.74792,0.3,,,Vis.
2457712.76042,0.6,,,Vis.
2457713.07292,0.6,,,Vis.
2457713.413,0.5,,,Vis.
2457713.4479,0.2,,,Vis.
2457713.690,0.1,,,Vis.
2457713.72292,0.5,,,Vis.
2457714.38,0.6,,,Vis.
2457714.8528,0.9,,,Vis.
2457715.7,0.8,,,Vis.
2457716.5,0.5,,,Vis.
2457716.67639,0.3,,,Vis.
2457717.431,0.3,,,Vis.
2457718.44028,0.7,,,Vis.
2457718.70833,0.3,,,Vis.
2457719.3,0.3,,,Vis.
2457719.3854,0.7,,,Vis.
2457719.5,0.6,,,Vis.
2457719.72917,0.31,,,Vis.
2457719.86806,0.4,,,Vis.
2457719.9,0.6,,,Vis.
2457720.4361,0.80,,,Vis.
2457720.48194,0.29,,,Vis.
2457720.5,0.7,,,Vis.
2457720.9410,0.8,,,Vis.
2457721.05347,0.6,,,Vis.
2457721.3,0.5,,,Vis.
2457721.37,0.4,,,Vis.
2457721.40972,0.35,,,Vis.
2457721.493,0.4,,,Vis.
2457721.71875,0.31,,,Vis.
2457722.365,-0.1,,,Vis.
2457722.4,0.65,,,Vis.
2457722.4,0.3,,,Vis.
2457722.4931,0.4,,,Vis.
2457722.68333,0.6,,,Vis.
2457722.72917,0.29,,,Vis.
2457722.7396,0.4,,,Vis.
2457723.2653,0.5,,,Vis.
2457723.31597,0.3,,,Vis.
2457723.40972,0.29,,,Vis.
2457723.63472,0.3,,,Vis.
2457724.356,0.79,,,Vis.
2457724.4958,0.4,,,Vis.
2457724.8,0.6,,,Vis.
2457725.29167,0.2,,,Vis.
2457725.331,0.6,,,Vis.
2457725.347,1.01,,,Vis.
2457725.4,0.7,,,Vis.
2457725.4,0.5,,,Vis.
2457725.5208,0.6,,,Vis.
2457725.66667,0.70,,,Vis.
2457726.351,0.6,,,Vis.
2457726.35139,0.6,,,Vis.
2457726.35833,0.1,,,Vis.
2457726.36458,0.21,,,Vis.
2457726.38,0.4,,,Vis.
2457726.7,0.7,,,Vis.
2457727.382,0.82,,,Vis.
2457727.41319,0.21,,,Vis.
2457727.52431,0.22,,,Vis.
2457728.29653,0.21,,,Vis.
2457728.4833,0.4,,,Vis.
2457728.63542,0.6,,,Vis.
2457729.39444,0.2,,,Vis.
2457729.4,0.3,,,Vis.
2457729.4,0.6,,,Vis.
2457729.54444,0.75,,,Vis.
2457729.72014,0.6,,,Vis.
2457730.1500,0.5,,,Vis.
2457730.45833,0.43,,,Vis.
2457732.76597,0.6,,,Vis.
2457733.3,0.3,,,Vis.
2457733.396,0.3,,,Vis.
2457734.2340,0.5,,,Vis.
2457734.351,0.3,,,Vis.
2457735.3,0.5,,,Vis.
2457735.3,0.6,,,Vis.
2457735.38,0.4,,,Vis.
2457735.403,0.3,,,Vis.
2457735.41667,0.27,,,Vis.
2457736.41667,0.23,,,Vis.
2457737.4,0.6,,,Vis.
2457737.6458,0.4,,,Vis.
2457738.2250,0.5,,,Vis.
2457738.41667,0.20,,,Vis.
2457738.57917,0.5,,,Vis.
2457738.61806,0.3,,,Vis.
2457740.3,0.3,,,Vis.
2457740.45208,0.33,,,Vis.
2457740.53472,0.44,,,Vis.
2457741.37778,0.26,,,Vis.
2457741.4458,0.4,,,Vis.
2457741.57500,0.5,,,Vis.
2457741.82847,0.6,,,Vis.
2457742.6,0.7,,,Vis.
2457742.626,0.1,,,Vis.
2457743.416,0.45,,,Vis.
2457743.45139,0.28,,,Vis.
2457743.7500,0.6,,,Vis.
2457743.77431,0.6,,,Vis.
2457744.3,0.6,,,Vis.
2457744.33,0.3,,,Vis.
2457744.43958,0.25,,,Vis.
2457744.462,0.4,,,Vis.
2457744.51111,0.75,,,Vis.
2457744.5291,0.1,,,Vis.
2457744.5625,0.85,,,Vis.
2457745.2382,0.5,,,Vis.
2457745.3,0.3,,,Vis.
2457746.03125,0.4,,,Vis.
2457746.27083,0.26,,,Vis.
2457746.3993,0.8,,,Vis.
2457746.417,0.4,,,Vis.
2457746.417,0.3,,,Vis.
2457746.469,0.3,,,Vis.
2457747.31250,0.22,,,Vis.
2457747.399,0.5,,,Vis.
2457747.5,0.6,,,Vis.
2457747.55417,0.3,,,Vis.
2457748.41597,0.5,,,Vis.
2457748.419,0.4,,,Vis.
2457748.44132,0.20,,,Vis.
2457748.5,0.7,,,Vis.
2457749.319,0.7,,,Vis.
2457749.31944,0.7,,,Vis.
2457749.4,0.3,,,Vis.
2457749.413,0.3,,,Vis.
2457749.4417,0.5,,,Vis.
2457749.5958,0.8,,,Vis.
2457749.63542,0.3,,,Vis.
2457749.7000,0.5,,,Vis.
2457749.8,0.5,,,Vis.
2457750.1979,0.5,,,Vis.
2457750.4,0.5,,,Vis.
2457750.448,0.4,,,Vis.
2457750.53194,0.65,,,Vis.
2457750.64792,0.6,,,Vis.
2457751.31250,0.37,,,Vis.
2457751.364,0.9,,,Vis.
2457751.406,0.3,,,Vis.
2457751.53,0.5,,,Vis.
2457751.67292,0.6,,,Vis.
2457752.31528,0.7,,,Vis.
2457752.4,0.6,,,Vis.
2457752.416,0.3,,,Vis.
2457752.43,0.3,,,Vis.
2457752.4542,0.4,,,Vis.
2457752.49861,0.1,,,Vis.
2457752.56493,0.30,,,Vis.
2457752.80903,0.7,,,Vis.
2457753.3,0.3,,,Vis.
2457753.3,0.55,,,Vis.
2457753.305,0.4,,,Vis.
2457753.416,0.35,,,Vis.
